,name,position,height,weight,experience,country
3590,Clifford Ray,Center,206,104,10,South Carolina
3591,Don Ray,Forward,196,86,1,Tennessee
3592,James Ray,Power Forward,203,97,3,Louisiana
3593,Jim Ray,Guard,185,81,2,
3594,Jimmy Rayl,Point Guard,188,79,2,Indiana
3595,Craig Raymond,Center,211,106,5,Washington
3596,Connie Rea,Guard,190,79,1,Indiana
3597,Joe Reaves,Small Forward,196,95,1,
3598,Josh Reaves,Small Forward,193,97,1,Virginia
3599,Željko Rebrača,Center,213,116,5,Serbia
3600,Eldridge Recasner,Shooting Guard and Point Guard,190,86,8,Louisiana
3601,Michael Redd,Shooting Guard and Small Forward,198,99,12,Ohio
3602,Cam Reddish,Small Forward,203,98,2,Pennsylvania
3603,Frank Reddout,Forward,196,88,1,New York
3604,J.J. Redick,Shooting Guard and Point Guard,190,90,15,Tennessee
3605,Marlon Redmond,Shooting Guard,198,85,2,California
3606,Davon Reed,Shooting Guard,196,94,2,New Jersey
3607,Hub Reed,Center and Power Forward,206,97,7,Oklahoma
3608,Justin Reed,Small Forward and Power Forward,203,108,3,Mississippi
3609,Paul Reed,Power Forward,206,95,1,Florida
3610,Ron Reed,Power Forward,196,92,2,Indiana
3611,Willie Reed,Center,208,99,3,Missouri
3612,Willis Reed,Center and Power Forward,206,106,10,Louisiana
3613,Bryant Reeves,Center,213,124,6,Arkansas
3614,Khalid Reeves,Point Guard,190,90,6,New York
3615,Richie Regan,Point Guard and Shooting Guard,188,81,3,New Jersey
3616,Don Rehfeldt,Small Forward,201,95,2,Illinois
3617,Billy Reid,Shooting Guard,196,86,1,New York
3618,Don Reid,Power Forward,203,113,8,District of Columbia
3619,J.R. Reid,Power Forward and Center,206,112,11,Virginia
3620,Jim Reid,Forward,198,95,1,
3621,Naz Reid,Center,206,119,2,New Jersey
3622,Robert Reid,Small Forward and Shooting Guard,203,92,13,Georgia
3623,Ryan Reid,Power Forward,203,105,1,Florida
3624,Jared Reiner,Center,211,115,2,South Dakota
3625,Chick Reiser,Guard,180,74,3,New York
3626,Richard Rellford,Small Forward,198,104,1,Florida
3627,Terrence Rencher,Point Guard,190,83,1,New York
3628,John Rennicke,Guard,188,83,1,Illinois
3629,Bob Rensberger,Forward,188,77,1,
3630,Efthimios Rentzias,Center,211,113,1,Greece
3631,Shawn Respert,Shooting Guard,185,88,4,Michigan
3632,Kevin Restani,Power Forward and Small Forward,206,102,8,California
3633,Cameron Reynolds,Small Forward and Shooting Guard,201,102,2,Texas
3634,George Reynolds,Guard,193,88,1,
3635,Jerry Reynolds,Small Forward and Shooting Guard,203,90,8,New York
3636,Kendall Rhine,Center,208,104,2,Illinois
3637,Gene Rhodes,Shooting Guard,185,77,1,Missouri
3638,Rodrick Rhodes,Small Forward and Shooting Guard,198,102,3,New Jersey
3639,Glen Rice,Small Forward,201,97,15,Arkansas
3640,Glen Rice Jr.,Shooting Guard,198,93,2,Florida
3641,Chris Richard,Power Forward and Center,206,122,2,Florida
3642,Nick Richards,Power Forward,213,111,1,Jamaica
3643,Clint Richardson,Shooting Guard,190,88,8,Washington
3644,Jason Richardson,Shooting Guard and Small Forward,198,99,13,Michigan
3645,Jeremy Richardson,Small Forward and Shooting Guard,198,83,3,Pennsylvania
3646,Josh Richardson,Shooting Guard and Small Forward,196,90,6,Oklahoma
3647,Malachi Richardson,Shooting Guard,198,92,3,New Jersey
3648,Micheal Ray Richardson,Point Guard and Shooting Guard,196,85,8,Texas
3649,Norm Richardson,Shooting Guard,196,86,1,New York
3650,Pooh Richardson,Point Guard,185,81,10,Pennsylvania
3651,Quentin Richardson,Small Forward and Shooting Guard,198,101,13,Illinois
3652,Mitch Richmond,Shooting Guard,196,97,14,Florida
3653,John Richter,Center,206,102,1,Pennsylvania
3654,Dick Ricketts,Power Forward and Center,201,97,3,Pennsylvania
3655,Isaiah Rider,Shooting Guard,196,97,9,California
3656,Jackie Ridgle,Shooting Guard,193,88,1,Arkansas
3657,Luke Ridnour,Point Guard and Shooting Guard,188,79,12,Idaho
3658,Mel Riebe,Guard,180,81,3,Ohio
3659,Bob Riedy,Power Forward,198,97,1,
3660,Jim Riffey,Forward,193,90,1,Indiana
3661,Antoine Rigaudeau,Shooting Guard,201,95,1,France
3662,Tom Riker,Center,208,102,3,New York
3663,Bob Riley,Forward,206,106,1,
3664,Eric Riley,Center,213,111,5,Ohio
3665,Pat Riley,Shooting Guard and Small Forward,193,92,9,New York
3666,Ron Riley,Power Forward,203,88,4,California
3667,Grant Riller,Point Guard,188,86,1,Florida
3668,Rich Rinaldi,Shooting Guard,190,88,3,New York
3669,Mike Riordan,Small Forward and Shooting Guard,193,90,9,New York
3670,Arnie Risen,Center,206,90,10,Kentucky
3671,Tex Ritter,Guard,188,83,3,Kentucky
3672,Ramón Rivas,Center,208,117,1,Puerto Rico
3673,Austin Rivers,Shooting Guard and Point Guard,193,90,9,California
3674,David Rivers,Point Guard,183,77,3,New Jersey
3675,Doc Rivers,Point Guard,193,83,13,Illinois
3676,Lee Robbins,Forward,190,79,2,Texas
3677,Red Robbins,Center and Power Forward,203,86,8,Florida
3678,Andre Roberson,Shooting Guard and Small Forward,201,95,7,New Mexico
3679,Anthony Roberson,Point Guard,188,81,3,Michigan
3680,Rick Roberson,Center and Power Forward,206,104,7,Tennessee
3681,Terrance Roberson,Small Forward,201,97,1,Michigan
3682,Anthony Roberts,Small Forward,196,83,5,Tennessee
3683,Bill Roberts,Center,206,95,2,Indiana
3684,Brian Roberts,Point Guard,185,78,5,Ohio
3685,Fred Roberts,Power Forward,208,98,13,Utah
3686,Joe Roberts,Small Forward and Power Forward,198,97,4,
3687,Lawrence Roberts,Power Forward and Center,206,108,2,Texas
3688,Marv Roberts,Small Forward and Power Forward,203,90,6,New York
3689,Stanley Roberts,Center,213,129,8,South Carolina
3690,Alvin Robertson,Shooting Guard,190,83,10,Ohio
3691,Oscar Robertson,Point Guard,196,92,14,Tennessee
3692,Ryan Robertson,Shooting Guard,196,86,1,Oklahoma
3693,Tony Robertson,Shooting Guard,193,88,2,Michigan
3694,Rick Robey,Center,211,104,8,Florida
3695,Bernard Robinson,Shooting Guard and Small Forward,198,95,3,District of Columbia
3696,Chris Robinson,Shooting Guard,196,90,2,Georgia
3697,Cliff Robinson,Power Forward,206,99,11,California
3698,Clifford Robinson,Power Forward,208,102,18,New York
3699,David Robinson,Center,216,106,14,Florida
3700,Devin Robinson,Small Forward,203,90,2,Virginia
3701,Duncan Robinson,Small Forward and Shooting Guard,201,97,3,Maine
3702,Eddie Robinson,Small Forward,203,95,5,Michigan
3703,Flynn Robinson,Point Guard and Shooting Guard,185,83,8,Illinois
3704,Glenn Robinson,Small Forward,201,102,11,Indiana
3705,Glenn Robinson III,Small Forward and Shooting Guard,198,100,7,Indiana
3706,Jackie Robinson,Small Forward,198,95,3,California
3707,Jamal Robinson,Small Forward,201,96,1,New York
3708,James Robinson,Point Guard,188,81,7,Mississippi
3709,Jerome Robinson,Shooting Guard,193,86,3,North Carolina
3710,Justin Robinson,Point Guard,185,88,2,Virginia
3711,Larry Robinson,Shooting Guard,190,81,7,Louisiana
3712,Mitchell Robinson,Center,213,108,3,Florida
3713,Nate Robinson,Point Guard,175,81,11,Washington
3714,Oliver Robinson,Shooting Guard,193,81,1,Alabama
3715,Ronnie Robinson,Power Forward,203,90,2,Tennessee
3716,Rumeal Robinson,Point Guard,188,88,6,Jamaica
3717,Samuel Robinson,Small Forward,201,86,2,California
3718,Thomas Robinson,Power Forward,208,107,5,District of Columbia
3719,Truck Robinson,Power Forward,201,102,11,Florida
3720,Wayne Robinson,Power Forward,203,98,1,North Carolina
3721,Wilbert Robinson,Shooting Guard,188,79,1,Pennsylvania
3722,Bill Robinzine,Power Forward,201,104,7,Illinois
3723,Dave Robisch,Center and Power Forward,208,106,13,Ohio
3724,Isaiah Roby,Power Forward,203,104,2,Illinois
3725,Red Rocha,Center,206,83,9,Hawaii
3726,John Roche,Shooting Guard and Point Guard,190,77,8,New York
3727,Gene Rock,Guard,175,70,1,
3728,Jack Rocker,Center,196,83,1,California
3729,Guy Rodgers,Point Guard and Shooting Guard,183,83,12,Pennsylvania
3730,Dennis Rodman,Power Forward and Small Forward,201,95,14,New Jersey
3731,Sergio Rodríguez,Point Guard,190,79,5,Spain
3732,Lou Roe,Small Forward,201,99,2,New Jersey
3733,Carlos Rogers,Power Forward and Center,211,99,8,Michigan
3734,Harry Rogers,Power Forward,201,88,1,
3735,Johnny Rogers,Power Forward,208,102,2,California
3736,Marshall Rogers,Point Guard,185,86,1,Missouri
3737,Rodney Rogers,Small Forward and Power Forward,201,106,12,North Carolina
3738,Roy Rogers,Power Forward,208,106,3,Alabama
3739,Willie Rogers,Shooting Guard,190,83,1,Texas
3740,Al Roges,Shooting Guard and Small Forward,193,88,2,Ohio
3741,Ken Rohloff,Guard,183,88,1,
3742,Kenny Rollins,Point Guard,183,76,3,Missouri
3743,Phil Rollins,Shooting Guard and Point Guard,188,83,3,Kentucky
3744,Tree Rollins,Center,216,106,18,Florida
3745,Lorenzo Romar,Point Guard,185,79,5,California
3746,Rajon Rondo,Point Guard,185,81,15,Kentucky
3747,Jerry Rook,Forward,196,99,1,Arkansas
3748,Sean Rooks,Center,208,113,12,New York
3749,Derrick Rose,Point Guard,188,90,12,Illinois
3750,Jalen Rose,Small Forward,203,95,13,Michigan
3751,Malik Rose,Power Forward,201,113,13,Pennsylvania
3752,Rob Rose,Shooting Guard,196,81,1,New York
3753,Petey Rosenberg,Guard,178,74,1,Pennsylvania
3754,Lennie Rosenbluth,Small Forward,193,86,2,New York
3755,Hank Rosenstein,Forward,193,83,1,New York
3756,Dick Rosenthal,Small Forward,196,92,2,Missouri
3757,Quinton Ross,Shooting Guard and Small Forward,198,88,7,Texas
3758,Terrence Ross,Shooting Guard and Small Forward,198,93,9,Oregon
3759,Doug Roth,Center,211,115,1,Tennessee
3760,Scott Roth,Small Forward,203,96,3,Ohio
3761,Irv Rothenberg,Center,201,97,3,New York
3762,Mickey Rottner,Guard,178,81,2,Illinois
3763,Dan Roundfield,Power Forward,203,92,12,Michigan
3764,Giff Roux,Forward,196,88,3,Missouri
3765,Ron Rowan,Shooting Guard,196,90,1,Pennsylvania
3766,Curtis Rowe,Power Forward,201,102,8,Alabama
3767,Jim Rowinski,Power Forward and Center,203,113,2,New York
3768,Derrick Rowland,Shooting Guard,196,88,1,New York
3769,Brian Rowsom,Power Forward,206,99,3,New Jersey
3770,Brandon Roy,Shooting Guard,198,97,6,Washington
3771,Donald Royal,Small Forward,203,95,8,Louisiana
3772,Reggie Royals,Center,208,90,1,North Carolina
3773,Bob Royer,Guard,178,70,1,Indiana
3774,Clifford Rozier,Center,211,111,4,Florida
3775,Terry Rozier,Point Guard and Shooting Guard,185,86,6,Ohio
3776,Ricky Rubio,Point Guard,190,86,10,Spain
3777,Guy Rucker,Power Forward,211,120,1,Michigan
3778,Delaney Rudd,Point Guard and Shooting Guard,188,81,4,North Carolina
3779,John Rudd,Small Forward,201,104,1,Louisiana
3780,Damjan Rudež,Small Forward,208,103,3,Croatia
3781,John Rudometkin,Small Forward,198,92,3,California
3782,Michael Ruffin,Power Forward and Center,206,111,9,Colorado
3783,Trevor Ruffin,Point Guard,185,83,2,New York
3784,Paul Ruffner,Center,208,102,5,California
3785,Joe Ruklick,Power Forward,206,99,3,Illinois
3786,Jeff Ruland,Center and Power Forward,208,108,8,New York
3787,Bob Rule,Center,206,99,8,California
3788,Jerry Rullo,Guard,178,74,4,Pennsylvania
3789,Stefano Rusconi,Power Forward,206,108,1,Italy
3790,Brandon Rush,Shooting Guard and Small Forward,198,99,9,Missouri
3791,Kareem Rush,Shooting Guard and Point Guard,198,97,7,Missouri
3792,Bill Russell,Center,208,97,13,Louisiana
3793,Bryon Russell,Small Forward and Shooting Guard,201,102,13,California
3794,Campy Russell,Small Forward,203,97,9,Tennessee
3795,Cazzie Russell,Small Forward,196,98,12,Illinois
3796,D'Angelo Russell,Point Guard,193,87,6,Kentucky
3797,Frank Russell,Shooting Guard,190,81,1,
3798,Pierre Russell,Shooting Guard,193,86,2,Kansas
3799,Rubin Russell,Shooting Guard,188,81,1,Texas
3800,Walker Russell,Point Guard,196,88,6,Michigan
3801,Walker Russell,Point Guard,183,77,1,Michigan
3802,Arvydas Sabonis,Center,221,126,7,Lithuania
3803,Domantas Sabonis,Power Forward and Center,211,108,5,Oregon
3804,Robert Sacre,Center,213,122,4,Louisiana
3805,Ed Sadowski,Center,196,108,4,Pennsylvania
3806,Kenny Sailors,Guard,178,79,5,Nebraska
3807,John Salley,Power Forward and Center,211,104,11,New York
3808,John Salmons,Shooting Guard,201,95,13,Pennsylvania
3809,Al Salvadori,Forward,206,99,1,West Virginia
3810,Kevin Salvadori,Center,213,104,2,West Virginia
3811,Soumaila Samake,Center,213,104,2,Mali
3812,Luka Šamanić,Power Forward,208,102,2,Croatia
3813,Cheikh Samb,Center,216,111,2,Senegal
3814,Brandon Sampson,Shooting Guard,196,83,1,Louisiana
3815,JaKarr Sampson,Small Forward and Power Forward,201,97,6,Ohio
3816,Jamal Sampson,Power Forward and Center,211,106,5,California
3817,Ralph Sampson,Center and Power Forward,224,103,9,Virginia
3818,Samardo Samuels,Center and Power Forward,206,117,3,Jamaica
3819,Pepe Sánchez,Point Guard,193,88,2,Argentina
3820,Al Sanders,Power Forward,201,108,1,Louisiana
3821,Frankie Sanders,Small Forward,198,90,2,Ohio
3822,Jeff Sanders,Power Forward and Small Forward,203,102,4,Georgia
3823,Larry Sanders,Center and Power Forward,211,106,6,Florida
3824,Melvin Sanders,Shooting Guard,196,95,1,Kansas
3825,Mike Sanders,Small Forward,198,95,11,Louisiana
3826,Tom Sanders,Small Forward and Power Forward,198,95,13,New York
3827,Ron Sanford,Forward,206,97,1,New York
3828,Daniel Santiago,Center,216,116,4,Texas
3829,Bob Santini,Forward,196,86,1,New York
3830,Wayne Sappleton,Power Forward,206,97,1,Jamaica
3831,Dario Šarić,Power Forward and Center,208,102,5,Croatia
3832,Jason Sasser,Small Forward,201,102,2,Texas
3833,Jeryl Sasser,Shooting Guard,198,90,2,Texas
3834,Tomáš Satoranský,Shooting Guard and Point Guard,201,95,5,Czech Republic
3835,Kenny Satterfield,Point Guard,188,84,2,New York
3836,Pep Saul,Shooting Guard,188,83,6,New Jersey
3837,Woody Sauldsberry,Power Forward and Center,201,99,7,Louisiana
3838,Glynn Saulters,Guard,188,79,1,Louisiana
3839,Fred Saunders,Small Forward,201,95,4,Ohio
3840,Don Savage,Forward,190,92,2,New York
3841,Predrag Savović,Shooting Guard,198,102,1,Croatia
3842,Alan Sawyer,Forward,196,88,1,California
3843,Brian Scalabrine,Power Forward and Center,206,109,11,California
3844,Alex Scales,Shooting Guard,193,83,1,Wisconsin
3845,DeWayne Scales,Power Forward,203,94,3,Texas
3846,Frank Schade,Point Guard,185,77,1,Wisconsin
3847,Ben Schadler,Forward,183,83,1,
3848,Herm Schaefer,Guard,183,79,2,Indiana
3849,Billy Schaeffer,Small Forward,196,90,3,New York
3850,Bob Schafer,Shooting Guard,190,88,2,Pennsylvania
3851,Ben Scharnus,Forward,188,78,2,New Jersey
3852,Marv Schatzman,Forward,196,90,1,Missouri
3853,Fred Schaus,Small Forward,196,92,5,Ohio
3854,Danny Schayes,Center and Power Forward,211,106,18,New York
3855,Dolph Schayes,Power Forward and Center,203,99,15,New York
3856,Ossie Schectman,Guard,183,79,1,New York
3857,Steve Scheffler,Center,206,113,7,Michigan
3858,Tom Scheffler,Center,211,108,1,Michigan
3859,Dave Schellhase,Point Guard,190,92,2,Indiana
3860,Luke Schenscher,Center,216,115,2,Australia
3861,Herb Scherer,Center,206,96,2,New Jersey
3862,Dwayne Schintzius,Center,216,117,8,Florida
3863,Dale Schlueter,Center,208,102,10,Washington
3864,Otto Schnellbacher,Forward,193,83,1,Kansas
3865,Dick Schnittker,Small Forward,196,90,7,Ohio
3866,Russ Schoene,Power Forward,208,95,4,Illinois
3867,Admiral Schofield,Power Forward,196,109,1,United Kingdom
3868,Dave Scholz,Forward,203,99,1,
3869,Milt Schoon,Center,201,104,2,Indiana
3870,Detlef Schrempf,Small Forward and Power Forward,208,106,16,Germany
3871,Dennis Schröder,Point Guard and Shooting Guard,190,78,8,Germany
3872,Howie Schultz,Power Forward,198,90,3,Minnesota
3873,Dick Schulz,Forward,188,87,4,Wisconsin
3874,Roger Schurig,Point Guard,190,83,1,
3875,John Schweitz,Shooting Guard,198,95,2,New York
3876,Luis Scola,Power Forward,206,108,10,Argentina
3877,Fred Scolari,Point Guard,178,81,9,California
3878,Alvin Scott,Small Forward,201,83,8,Tennessee
3879,Brent Scott,Power Forward,208,113,1,Michigan
3880,Byron Scott,Shooting Guard and Point Guard,190,88,14,Utah
3881,Charlie Scott,Shooting Guard and Point Guard,196,79,10,New York
3882,Dennis Scott,Small Forward and Shooting Guard,203,103,10,Maryland
3883,James Scott,Small Forward,198,81,1,New Jersey
3884,Mike Scott,Power Forward,201,107,9,Virginia
3885,Ray Scott,Power Forward and Center,206,97,11,Pennsylvania
3886,Shawnelle Scott,Center,208,113,4,New York
3887,Willie Scott,Forward,196,95,1,Alabama
3888,Paul Scranton,Forward,196,104,1,California
3889,Jay Scrubb,Shooting Guard,196,99,1,Kentucky
3890,Carey Scurry,Small Forward,201,85,3,New York
3891,Bruce Seals,Small Forward and Power Forward,203,95,5,Louisiana
3892,Shea Seals,Shooting Guard,196,95,1,Oklahoma
3893,Malik Sealy,Small Forward and Shooting Guard,203,86,8,New York
3894,Ed Searcy,Small Forward,198,95,1,New York
3895,Kenny Sears,Small Forward and Power Forward,206,89,8,California
3896,Wayne See,Guard,190,86,1,Arizona
3897,Thabo Sefolosha,Shooting Guard,198,97,14,Switzerland
3898,Rony Seikaly,Center,211,104,11,Lebanon
3899,Glen Selbo,Guard,190,88,1,Wisconsin
3900,Josh Selby,Point Guard,188,83,2,Maryland
3901,Wayne Selden,Shooting Guard,196,104,3,Massachusetts
3902,Brad Sellers,Power Forward and Small Forward,213,95,6,Ohio
3903,Phil Sellers,Shooting Guard,193,88,1,New York
3904,Rollie Seltz,Guard,178,74,1,Minnesota
3905,Lester Selvage,Point Guard,185,79,2,Missouri
3906,Frank Selvy,Shooting Guard and Small Forward,190,81,9,Kentucky
3907,Jim Seminoff,Guard,188,86,4,California
3908,Mouhamed Sene,Center,211,104,3,Senegal
3909,George Senesky,Point Guard,188,81,8,Pennsylvania
3910,Kevin Séraphin,Center and Power Forward,206,129,7,French Guiana
3911,Ansu Sesay,Small Forward,206,102,4,North Carolina
3912,Ramon Sessions,Point Guard and Shooting Guard,190,86,11,South Carolina
3913,Ha Seung-Jin,Center,221,138,2,South Korea
3914,Tom Sewell,Shooting Guard,196,83,1,Florida
3915,Collin Sexton,Point Guard and Shooting Guard,185,86,3,Georgia
3916,Paul Seymour,Shooting Guard and Point Guard,185,81,12,Ohio
3917,Nick Shaback,Guard,180,81,1,New York
3918,Lynn Shackelford,Small Forward,196,86,1,California
3919,Charles Shackleford,Center and Power Forward,208,102,6,North Carolina
3920,Carl Shaeffer,Forward,190,83,2,Indiana
3921,Lee Shaffer,Small Forward,201,99,3,Illinois
3922,Mustafa Shakur,Point Guard,190,86,2,Pennsylvania
3923,Landry Shamet,Shooting Guard,193,86,3,Missouri
3924,God Shammgod,Point Guard,183,76,1,New York
3925,Earl Shannon,Guard,180,77,3,Rhode Island
3926,Howie Shannon,Guard,188,79,2,Kansas
3927,Chuck Share,Center,211,106,9,Ohio
3928,Bill Sharman,Shooting Guard,185,79,11,Texas
3929,Walter Sharpe,Power Forward,206,111,1,Alabama
3930,John Shasky,Center,211,106,3,Michigan
3931,Ron Shavlik,Forward,203,90,2,Colorado
3932,Brian Shaw,Point Guard and Shooting Guard,198,86,14,California
3933,Casey Shaw,Center,211,117,1,Ohio
3934,Marial Shayok,Shooting Guard,196,89,1,Canada
3935,Bob Shea,Forward,188,87,1,
3936,Fred Sheffield,Forward,188,74,1,Utah
3937,Craig Shelton,Small Forward,201,95,2,District of Columbia
3938,Lonnie Shelton,Power Forward,203,108,10,California
3939,Tornike Shengelia,Small Forward,206,98,2,Georgia
3940,Billy Shepherd,Point Guard,178,72,3,Indiana
3941,Jeff Sheppard,Shooting Guard,190,86,1,Georgia
3942,Steve Sheppard,Small Forward,198,97,2,New York
3943,Ed Sherod,Point Guard,188,77,2,Virginia
3944,Charley Shipp,Guard,185,90,1,Indiana
3945,Paul Shirley,Power Forward,208,104,3,Kansas
3946,Gene Short,Small Forward,198,90,1,Mississippi
3947,Purvis Short,Small Forward,201,95,12,Mississippi
3948,Dexter Shouse,Point Guard,188,90,1,Indiana
3949,Dick Shrider,Guard,188,86,1,Ohio
3950,Gene Shue,Point Guard and Shooting Guard,188,77,10,Maryland
3951,John Shumate,Power Forward,206,106,5,South Carolina
3952,Iman Shumpert,Shooting Guard,196,97,10,Illinois
3953,Alexey Shved,Shooting Guard,198,86,3,Russia
3954,Pascal Siakam,Power Forward,206,104,5,Cameroon
3955,Jordan Sibert,Shooting Guard,193,84,1,Ohio
3956,Sam Sibert,Power Forward,201,97,1,
3957,Mark Sibley,Shooting Guard,188,79,1,
3958,Jerry Sichting,Point Guard,185,76,10,Indiana
3959,Donald Sidle,Power Forward and Center,203,97,4,Texas
3960,Larry Siegfried,Point Guard and Shooting Guard,190,86,9,Ohio
3961,Ralph Siewert,Center,216,104,1,Michigan
3962,Jack Sikma,Center,211,104,14,Illinois
3963,James Silas,Point Guard and Shooting Guard,185,81,10,Louisiana
3964,Paul Silas,Power Forward,201,99,16,Arkansas
3965,Xavier Silas,Shooting Guard,196,92,2,Texas
3966,Garret Siler,Center,211,138,1,Georgia
3967,Mike Silliman,Small Forward,198,102,1,Kentucky
3968,Chris Silva,Power Forward,203,106,2,Gabon
3969,Wayne Simien,Power Forward,206,115,2,Kansas
3970,Ben Simmons,Point Guard,211,108,4,Australia
3971,Bobby Simmons,Small Forward,201,95,10,Illinois
3972,Cedric Simmons,Power Forward,206,106,3,North Carolina
3973,Connie Simmons,Center and Power Forward,203,100,10,New Jersey
3974,Grant Simmons,Point Guard,190,86,2,Louisiana
3975,Johnny Simmons,Guard,185,83,1,Alabama
3976,Jonathon Simmons,Shooting Guard and Small Forward,198,88,4,Texas
3977,Kobi Simmons,Point Guard,196,75,2,Georgia
3978,Lionel Simmons,Small Forward,201,95,7,Pennsylvania
3979,Miles Simon,Shooting Guard,190,91,1,Sweden
3980,Walter Simon,Small Forward,198,90,7,Louisiana
3981,Anfernee Simons,Shooting Guard,190,82,3,Florida
3982,Dickey Simpkins,Power Forward and Center,206,112,7,Maryland
3983,Ralph Simpson,Shooting Guard and Small Forward,196,90,10,Michigan
3984,Alvin Sims,Shooting Guard,193,106,1,Kentucky
3985,Bob Sims,Shooting Guard,196,99,2,
3986,Courtney Sims,Center,208,111,2,Massachusetts
3987,Doug Sims,Forward,201,88,1,Alabama
3988,Henry Sims,Center,208,112,4,Maryland
3989,Scott Sims,Point Guard,185,77,1,Missouri
3990,Kyle Singler,Small Forward,203,103,6,Oregon
3991,Sean Singletary,Point Guard,183,83,1,Pennsylvania
3992,Chris Singleton,Small Forward and Power Forward,203,104,3,Georgia
3993,James Singleton,Power Forward and Small Forward,203,97,5,Illinois
3994,McKinley Singleton,Point Guard,196,79,1,Tennessee
3995,Zeke Sinicola,Guard,178,74,2,New York
3996,Deividas Sirvydis,Shooting Guard,203,86,1,Lithuania
3997,Charlie Sitton,Small Forward,203,95,1,Oregon
3998,Peyton Siva,Shooting Guard,183,83,1,Washington
3999,Scott Skiles,Point Guard,185,81,10,Indiana
4000,Al Skinner,Shooting Guard,190,86,6,New York
4001,Brian Skinner,Power Forward and Center,206,115,14,Texas
4002,Tal Skinner,Small Forward,196,88,2,Maryland
4003,Whitey Skoog,Shooting Guard,180,81,6,Minnesota
4004,Jeff Slade,Forward,198,99,1,
4005,Reggie Slater,Power Forward,201,97,8,Texas
4006,Jim Slaughter,Center,211,95,1,Tennessee
4007,Jose Slaughter,Shooting Guard,196,92,1,California
4008,Tamar Slay,Shooting Guard,203,97,3,West Virginia
4009,Donald Sloan,Point Guard and Shooting Guard,190,92,5,Louisiana
4010,Jerry Sloan,Shooting Guard and Small Forward,196,88,11,Illinois
4011,Uroš Slokar,Center,208,107,1,Slovenia
4012,Tom Sluby,Shooting Guard,193,90,1,District of Columbia
4013,Alen Smailagić,Power Forward and Center,208,97,2,Serbia
4014,Keith Smart,Point Guard,185,79,1,Louisiana
4015,Marcus Smart,Shooting Guard and Point Guard,190,99,7,Texas
4016,Belus Smawley,Shooting Guard,185,88,6,North Carolina
4017,Jack Smiley,Forward,190,86,2,Illinois
4018,Adrian Smith,Shooting Guard,185,81,11,Kentucky
4019,Al Smith,Point Guard and Small Forward,185,83,5,Illinois
4020,Bill Smith,Guard,196,86,1,
4021,Bingo Smith,Shooting Guard and Small Forward,196,88,11,Tennessee
4022,Bobby Smith,Guard,193,86,2,
4023,Charles Smith,Small Forward and Power Forward,208,104,9,Connecticut
4024,Charles Smith,Point Guard,185,72,3,District of Columbia
4025,Charles Smith,Shooting Guard,193,87,5,Texas
4026,Chris Smith,Shooting Guard and Point Guard,190,86,3,Connecticut
4027,Chris Smith,Point Guard,188,90,1,New Jersey
4028,Clinton Smith,Shooting Guard,198,95,2,Ohio
4029,Craig Smith,Power Forward,201,113,6,California
4030,Deb Smith,Forward,190,81,1,Idaho
4031,Dennis Smith Jr.,Point Guard,188,92,4,North Carolina
4032,Derek Smith,Shooting Guard and Small Forward,198,92,9,Georgia
4033,Don Smith,Guard,188,86,1,Minnesota
4034,Don Smith,Shooting Guard,183,72,1,Ohio
4035,Donta Smith,Shooting Guard,201,97,2,Kentucky
4036,Doug Smith,Power Forward,208,99,5,Michigan
4037,Ed Smith,Small Forward,198,81,1,Ohio
4038,Elmore Smith,Center,213,113,8,Georgia
4039,Garfield Smith,Center and Power Forward,206,106,3,Kentucky
4040,Greg Smith,Small Forward,196,88,8,Kentucky
4041,Greg Smith,Center and Power Forward,208,113,5,California
4042,Ish Smith,Point Guard,183,79,11,North Carolina
4043,J.R. Smith,Shooting Guard and Small Forward,198,102,16,New Jersey
4044,Jabari Smith,Center and Power Forward,211,113,4,Georgia
4045,Jalen Smith,Power Forward,208,97,1,Virginia
4046,Jason Smith,Center and Power Forward,213,108,11,Colorado
4047,Jerry Smith,Point Guard,188,86,1,Wisconsin
4048,Jim Smith,Power Forward,206,102,2,Ohio
4049,Joe Smith,Power Forward,208,102,16,Virginia
4050,John Smith,Center,213,106,2,Mississippi
4051,Josh Smith,Power Forward and Small Forward,206,102,13,Georgia
4052,Keith Smith,Shooting Guard,190,81,1,Michigan
4053,Ken Smith,Small Forward,201,83,1,
4054,Kenny Smith,Point Guard,190,77,10,New York
4055,LaBradford Smith,Shooting Guard,190,90,3,Texas
4056,Larry Smith,Power Forward,203,97,13,Mississippi
4057,Leon Smith,Center,208,106,2,Illinois
4058,Michael Smith,Power Forward,208,102,3,New York
4059,Michael Smith,Power Forward and Small Forward,203,104,7,District of Columbia
4060,Mike Smith,Small Forward,203,88,1,Louisiana
4061,Nolan Smith,Point Guard,188,83,2,Kentucky
4062,Otis Smith,Shooting Guard and Small Forward,196,95,6,Florida
4063,Pete Smith,Power Forward,198,92,1,
4064,Phil Smith,Shooting Guard,193,83,9,California
4065,Randy Smith,Shooting Guard and Small Forward,190,81,12,New York
4066,Reggie Smith,Power Forward and Center,208,108,2,California
4067,Robert Smith,Point Guard,180,74,7,California
4068,Russ Smith,Point Guard,183,74,2,New York
4069,Sam Smith,Small Forward,201,104,4,Kentucky
4070,Sam Smith,Small Forward,193,90,2,Louisiana
