,name,position,height,weight,experience,country
44,John Garris,Power Forward,203,92,1,Connecticut
45,Kiwane Lemorris Garris,Shooting Guard,188,83,2,Illinois
46,Pat Garrity,Power Forward and Small Forward,206,107,10,Nevada
47,Jim Garvin,Power Forward,201,90,1,
0,Marc Gasol,Center,211,115,12,Spain
1,Pau Gasol,Center and Power Forward,213,113,18,Spain
2,Frank Gates,Guard,183,72,1,Texas
3,Chris Gatling,Power Forward and Center,208,99,11,New Jersey
4,Kenny Gattison,Power Forward,203,102,9,North Carolina
5,Rudy Gay,Small Forward and Power Forward,203,113,14,Maryland
6,Ed Gayda,Guard,193,95,1,
7,Andrew Gaze,Shooting Guard,201,92,2,Australia
8,Michael Gbinije,Shooting Guard,201,90,1,Connecticut
9,Reggie Geary,Point Guard,188,84,2,New Jersey
10,Alonzo Gee,Small Forward and Shooting Guard,198,102,8,Florida
11,Matt Geiger,Center,213,110,10,Massachusetts
12,Mickaël Gelabale,Small Forward and Shooting Guard,201,97,3,Guadeloupe
13,Devean George,Small Forward,203,99,11,Minnesota
14,Jack George,Point Guard and Shooting Guard,188,86,8,Pennsylvania
15,Paul George,Small Forward and Shooting Guard,203,99,10,California
16,Tate George,Shooting Guard and Point Guard,196,86,4,New Jersey
17,Marcus Georges-Hunt,Shooting Guard,196,97,2,Florida
18,Gus Gerard,Small Forward,203,90,7,Pennsylvania
19,Derrick Gervin,Power Forward,203,90,2,Michigan
20,George Gervin,Shooting Guard and Small Forward,201,81,14,Michigan
21,Gorham Getchell,Center,193,92,1,Pennsylvania
22,John Gianelli,Center,208,99,8,California
23,Dick Gibbs,Small Forward,196,95,5,Iowa
24,Daniel Gibson,Point Guard and Shooting Guard,188,86,7,Texas
25,Dee Gibson,Forward,180,79,1,Tennessee
26,Hoot Gibson,Forward,196,89,1,Iowa
27,Jonathan Gibson,Point Guard,188,83,2,California
28,Mel Gibson,Guard,190,81,1,North Carolina
29,Mike Gibson,Power Forward,208,92,2,South Carolina
30,Taj Gibson,Power Forward and Center,206,105,11,New York
31,J.R. Giddens,Small Forward,196,97,2,Oklahoma
32,Trey Gilder,Small Forward,206,83,1,Texas
33,Harry Giles,Center and Power Forward,211,108,2,North Carolina
34,Shai Gilgeous-Alexander,Shooting Guard and Point Guard,198,81,2,Canada
35,Anthony Gill,Power Forward,201,104,0,North Carolina
36,Eddie Gill,Point Guard,183,86,7,Colorado
37,Kendall Gill,Shooting Guard and Small Forward,196,88,15,Illinois
38,Ben Gillery,Center,213,106,1,Michigan
39,Freddie Gillespie,Power Forward,206,111,0,Minnesota
40,Jack Gillespie,Forward,198,97,1,
41,Armen Gilliam,Power Forward and Small Forward,206,104,13,Pennsylvania
42,Herm Gilliam,Shooting Guard and Point Guard,190,86,8,North Carolina
43,Artis Gilmore,Center,218,108,17,Florida
44,Walt Gilmore,Power Forward,198,102,1,
45,Chuck Gilmur,Forward,193,102,5,Washington
46,Manu Ginóbili,Shooting Guard,198,92,16,Argentina
47,Gordan Giriček,Shooting Guard and Small Forward,198,95,6,Croatia
0,Jack Givens,Small Forward,196,92,2,Kentucky
1,Mickell Gladness,Power Forward,211,99,1,Alabama
2,George Glamack,Center,198,102,1,Pennsylvania
3,Gerald Glass,Small Forward,196,100,4,Mississippi
4,Mike Glenn,Shooting Guard and Point Guard,188,79,10,Georgia
5,Normie Glick,Forward,201,86,1,California
6,Georgi Glouchkov,Power Forward,203,106,1,Bulgaria
7,Clarence Glover,Power Forward,203,95,1,Kentucky
8,Dion Glover,Shooting Guard,196,103,6,Georgia
9,Andreas Glyniadakis,Center,216,127,1,Greece
10,Mike Gminski,Center,211,113,14,Connecticut
11,Rudy Gobert,Center,216,117,7,France
12,Dan Godfread,Center,208,113,2,Indiana
13,Tom Gola,Shooting Guard and Small Forward,198,92,10,Pennsylvania
14,Ben Goldfaden,Forward,185,83,1,
15,Anthony Goldwire,Point Guard,185,82,8,Florida
16,Ryan Gomes,Small Forward and Power Forward,201,113,8,Connecticut
17,Glen Gondrezick,Small Forward and Power Forward,198,98,6,Colorado
18,Grant Gondrezick,Shooting Guard,196,92,2,Colorado
19,Drew Gooden,Power Forward,208,113,14,California
20,Gail Goodrich,Shooting Guard and Point Guard,185,77,14,California
21,Steve Goodrich,Small Forward and Power Forward,208,99,2,Pennsylvania
22,Archie Goodwin,Shooting Guard and Point Guard,196,90,4,Arkansas
23,Brandon Goodwin,Point Guard,183,81,2,Georgia
24,Pop Goodwin,Forward,188,92,2,New York
25,Aaron Gordon,Power Forward and Small Forward,203,106,6,California
26,Ben Gordon,Shooting Guard,190,90,11,United Kingdom
27,Drew Gordon,Power Forward,206,111,1,California
28,Eric Gordon,Shooting Guard and Small Forward,190,97,12,Indiana
29,Lancaster Gordon,Shooting Guard,190,83,4,Mississippi
30,Paul Gordon,Forward,190,83,1,Maryland
31,Marcin Gortat,Center and Power Forward,211,108,12,Poland
32,Leo Gottlieb,Guard,180,81,2,New York
33,Andrew Goudelock,Shooting Guard and Point Guard,190,90,3,Georgia
34,Gerald Govan,Center and Power Forward,208,99,9,New Jersey
35,Bato Govedarica,Point Guard,180,83,1,Illinois
36,Joe Graboski,Power Forward and Center,201,88,13,
37,Ricky Grace,Point Guard,185,81,1,Texas
38,Calvin Graham,Guard,188,88,1,
39,Devonte' Graham,Point Guard,185,88,2,North Carolina
40,Greg Graham,Shooting Guard,193,78,5,Indiana
41,Joey Graham,Small Forward,201,102,6,Delaware
42,Mal Graham,Point Guard,185,83,2,
43,Orlando Graham,Power Forward,203,99,1,Alabama
44,Paul Graham,Shooting Guard,198,90,3,Pennsylvania
45,Stephen Graham,Shooting Guard and Small Forward,198,97,6,Delaware
46,Treveon Graham,Shooting Guard and Small Forward,196,99,4,Maryland
47,Jim Grandholm,Power Forward,213,106,1,Indiana
0,Ron Grandison,Power Forward,198,97,4,California
1,Danny Granger,Small Forward,206,100,10,Louisiana
2,Stewart Granger,Point Guard,190,86,3,Canada
3,Brian Grant,Power Forward,206,115,12,Ohio
4,Bud Grant,Forward,190,88,2,Wisconsin
5,Gary Grant,Point Guard,190,83,13,Ohio
6,Greg Grant,Point Guard,170,63,6,New Jersey
7,Harvey Grant,Power Forward and Small Forward,203,88,11,Georgia
8,Horace Grant,Power Forward and Center,208,97,17,Georgia
9,Jerami Grant,Power Forward and Small Forward,203,95,6,Oregon
10,Jerian Grant,Point Guard and Shooting Guard,193,92,5,Maryland
11,Josh Grant,Power Forward,206,101,1,Utah
12,Paul Grant,Center,213,111,2,Pennsylvania
13,Travis Grant,Small Forward,201,97,4,Alabama
14,Donte Grantham,Small Forward,203,97,1,West Virginia
15,Don Grate,Forward,188,83,1,Ohio
16,Butch Graves,Shooting Guard,190,90,1,New York
17,Aaron Gray,Center,213,122,7,California
18,Devin Gray,Power Forward and Small Forward,201,108,2,Maryland
19,Ed Gray,Shooting Guard,190,95,2,California
20,Evric Gray,Small Forward,201,106,1,California
21,Gary Gray,Shooting Guard,185,83,1,
22,Josh Gray,Point Guard,183,81,2,Louisiana
23,Leonard Gray,Power Forward,203,108,3,Kansas
24,Stuart Gray,Center,213,106,7,Panama
25,Sylvester Gray,Small Forward,198,104,1,Tennessee
26,Wyndol Gray,Guard,185,79,2,
27,Jeff Grayer,Shooting Guard and Small Forward,196,90,9,Michigan
28,Bob Greacen,Small Forward,201,93,3,New Jersey
29,A.C. Green,Power Forward and Small Forward,206,99,16,Oregon
30,Danny Green,Shooting Guard and Small Forward,198,97,11,New York
31,Devin Green,Shooting Guard,201,95,1,Ohio
32,Draymond Green,Power Forward and Small Forward,198,104,8,Michigan
33,Erick Green,Point Guard,193,83,2,California
34,Gerald Green,Shooting Guard and Small Forward,198,92,12,Texas
35,JaMychal Green,Power Forward,203,102,6,Alabama
36,Javonte Green,Shooting Guard and Point Guard,193,92,1,Virginia
37,Jeff Green,Power Forward,203,106,12,Maryland
38,Johnny Green,Power Forward,196,90,14,Ohio
39,Josh Green,Shooting Guard,196,90,0,Australia
40,Ken Green,Power Forward,203,97,1,Georgia
41,Kenny Green,Small Forward,198,95,2,Florida
42,Lamar Green,Power Forward and Center,201,95,6,Alabama
43,Litterial Green,Point Guard,185,83,5,Mississippi
44,Luther Green,Power Forward,201,86,3,New York
45,Mike Green,Center,208,90,7,Mississippi
46,Rickey Green,Point Guard,183,77,14,Illinois
47,Sean Green,Shooting Guard,196,95,3,California
0,Si Green,Point Guard and Shooting Guard,188,83,9,New York
1,Sidney Green,Power Forward and Center,206,99,10,New York
2,Steve Green,Small Forward,201,99,4,Wisconsin
3,Taurean Green,Shooting Guard and Point Guard,183,80,1,Florida
4,Tommie Green,Point Guard,188,83,1,Louisiana
5,Willie Green,Shooting Guard,193,90,12,Michigan
6,Donté Greene,Small Forward and Power Forward,211,102,4,Germany
7,Orien Greene,Shooting Guard and Point Guard,193,94,4,Florida
8,Jerry Greenspan,Shooting Guard,196,88,2,
9,Dave Greenwood,Power Forward,206,100,12,California
10,Hal Greer,Shooting Guard and Point Guard,188,79,15,West Virginia
11,Lynn Greer,Shooting Guard,188,79,1,Pennsylvania
12,Gary Gregor,Small Forward and Power Forward,201,102,6,West Virginia
13,Claude Gregory,Power Forward,203,92,2,District of Columbia
14,John Greig,Small Forward,201,97,1,California
15,Norm Grekin,Forward,196,81,1,Pennsylvania
16,Kevin Grevey,Small Forward and Shooting Guard,196,95,10,Ohio
17,Dennis Grey,Center,203,97,2,California
18,Adrian Griffin,Shooting Guard and Small Forward,196,98,9,Kansas
19,Blake Griffin,Power Forward,208,113,10,Oklahoma
20,Eddie Griffin,Power Forward and Center,208,99,5,Pennsylvania
21,Greg Griffin,Small Forward,201,86,1,Ohio
22,Paul Griffin,Power Forward and Center,206,92,7,Michigan
23,Taylor Griffin,Small Forward,201,107,1,Oklahoma
24,Darrell Griffith,Shooting Guard,193,86,10,Kentucky
25,Chuck Grigsby,Guard,196,86,1,Ohio
26,Derek Grimm,Small Forward,206,104,1,Illinois
27,Woody Grimshaw,Guard,185,83,1,United Kingdom
28,Dick Groat,Point Guard,180,81,1,Pennsylvania
29,Bob Gross,Small Forward,198,90,8,California
30,Mike Grosso,Center,206,104,1,New Jersey
31,Jerry Grote,Guard,193,97,1,
32,Alex Groza,Center,201,98,2,Ohio
33,Dick Grubar,Guard,193,83,1,New York
34,Anthony Grundy,Shooting Guard,190,81,1,Kentucky
35,Ernie Grunfeld,Small Forward and Shooting Guard,198,95,9,Romania
36,Gene Guarilia,Small Forward,196,99,4,Pennsylvania
37,Pétur Guðmundsson,Center,218,117,4,Iceland
38,Marko Guduric,Shooting Guard,198,91,1,Serbia
39,Richie Guerin,Shooting Guard,193,88,13,New York
40,Tom Gugliotta,Power Forward and Small Forward,208,108,13,New York
41,Andrés Guibert,Power Forward and Center,208,102,2,Cuba
42,Jay Guidinger,Center,208,115,2,Wisconsin
43,Coulby Gunther,Forward,193,86,2,New York
44,Dave Gunther,Forward,201,86,1,
45,Al Guokas,Forward,196,90,1,Pennsylvania
46,Matt Guokas,Forward,190,88,1,Pennsylvania
47,Matt Guokas,Shooting Guard and Small Forward,196,79,10,Pennsylvania
0,Jorge Gutiérrez,Point Guard,190,86,3,Mexico
1,Kyle Guy,Shooting Guard and Point Guard,185,75,1,Indiana
2,A.J. Guyton,Point Guard,185,81,3,Illinois
3,Rui Hachimura,Power Forward,203,104,1,Japan
4,Rudy Hackett,Power Forward,206,95,2,New York
5,Hamed Haddadi,Center,218,115,5,Iran
6,Jim Hadnot,Center,208,106,1,Texas
7,Scott Haffner,Point Guard,190,81,2,Indiana
8,Cliff Hagan,Small Forward,193,95,13,Kentucky
9,Glenn Hagan,Point Guard,183,77,1,Florida
10,Tom Hagan,Shooting Guard and Point Guard,190,83,2,Kentucky
11,Ashton Hagans,Point Guard,190,86,0,Georgia
12,Robert Hahn,Center,208,108,1,Michigan
13,Al Hairston,Shooting Guard,185,77,2,
14,Happy Hairston,Power Forward and Small Forward,201,102,11,North Carolina
15,Lindsay Hairston,Small Forward,201,81,1,Michigan
16,Malik Hairston,Shooting Guard,198,99,2,Michigan
17,P.J. Hairston,Small Forward and Shooting Guard,198,104,2,North Carolina
18,Marcus Haislip,Power Forward and Small Forward,208,104,4,Tennessee
19,Chick Halbert,Center,206,102,5,Texas
20,Swede Halbrook,Center,221,106,2,
21,Bruce Hale,Guard,185,77,3,Oregon
22,Hal Hale,Point Guard,185,81,1,
23,Jack Haley,Power Forward and Center,208,108,9,California
24,Tyrese Haliburton,Point Guard,196,83,0,Wisconsin
25,Shaler Halimon,Small Forward and Shooting Guard,196,90,5,Florida
26,Devon Hall,Point Guard,188,97,1,Virginia
27,Donta Hall,Power Forward and Center,206,105,1,Alabama
28,Josh Hall,Small Forward,206,86,0,North Carolina
29,Mike Hall,Small Forward,203,104,1,Illinois
30,Jeff Halliburton,Shooting Guard,196,87,2,New York
31,Darvin Ham,Small Forward and Shooting Guard,201,99,8,Michigan
32,Steve Hamer,Center,213,111,1,Tennessee
33,Dale Hamilton,Guard,183,81,1,Indiana
34,Daniel Hamilton,Shooting Guard,201,88,2,California
35,Dennis Hamilton,Power Forward,203,95,4,California
36,Joe Hamilton,Point Guard,178,72,6,Kentucky
37,Jordan Hamilton,Small Forward,201,99,5,California
38,Justin Hamilton,Center,213,117,3,California
39,Ralph Hamilton,Guard,185,85,1,Indiana
40,Richard Hamilton,Shooting Guard and Small Forward,198,83,14,Pennsylvania
41,Roy Hamilton,Point Guard,188,81,2,California
42,Steve Hamilton,Small Forward,198,86,2,Kentucky
43,Tang Hamilton,Small Forward,203,99,1,Mississippi
44,Thomas Hamilton,Center,218,149,2,Illinois
45,Zendon Hamilton,Center and Power Forward,211,113,6,New York
46,Geert Hammink,Center,213,118,3,Netherlands
47,Julian Hammond,Small Forward,196,92,5,Illinois
0,Tom Hammonds,Power Forward,206,97,12,Florida
1,A.J. Hammons,Center,213,117,1,Indiana
2,Joe Hamood,Shooting Guard,183,81,1,
3,R.J. Hampton,Shooting Guard and Point Guard,193,79,0,Texas
4,Darrin Hancock,Small Forward,201,92,3,Alabama
5,Ben Handlogten,Center,208,108,2,Michigan
6,Cecil Hankins,Guard,185,79,2,Alabama
7,Phil Hankinson,Small Forward,203,88,2,Georgia
8,Dusty Hannahs,Shooting Guard,190,95,2,Arkansas
9,Alex Hannum,Power Forward,201,95,8,California
10,Don Hanrahan,Forward,201,90,1,Illinois
11,Rollen Hans,Shooting Guard,188,95,1,California
12,Ben Hansbrough,Point Guard,190,92,1,Missouri
13,Tyler Hansbrough,Power Forward,206,113,7,Missouri
14,Bob Hansen,Shooting Guard,198,86,9,Iowa
15,Glenn Hansen,Shooting Guard,193,92,3,North Dakota
16,Lars Hansen,Center,208,102,1,Denmark
17,Travis Hansen,Small Forward,198,92,1,Utah
18,Reggie Hanson,Small Forward,203,88,1,North Carolina
19,Bill Hanzlik,Small Forward and Power Forward,201,83,10,Ohio
20,Luke Harangody,Power Forward,203,111,2,Illinois
21,Anfernee Hardaway,Shooting Guard,201,88,14,Tennessee
22,Tim Hardaway,Point Guard,183,79,13,Illinois
23,Tim Hardaway Jr.,Shooting Guard,196,92,7,California
24,James Harden,Shooting Guard and Point Guard,196,99,11,California
25,Reggie Harding,Center,213,112,4,Michigan
26,Charlie Hardnett,Power Forward,203,102,3,Georgia
27,Alan Hardy,Shooting Guard,201,88,2,Michigan
28,Darrell Hardy,Forward,201,99,1,
29,James Hardy,Small Forward and Power Forward,203,99,4,Alabama
30,Ira Harge,Center,206,102,6,Mississippi
31,John Hargis,Guard,188,81,2,Texas
32,Maurice Harkless,Small Forward and Power Forward,201,99,8,New York
33,Jerry Harkness,Point Guard,188,79,3,New York
34,Skip Harlicka,Point Guard,185,83,1,
35,Jerome Harmon,Shooting Guard,193,86,1,Indiana
36,Derek Harper,Point Guard and Shooting Guard,193,83,16,Georgia
37,Jared Harper,Point Guard,178,79,1,Georgia
38,Justin Harper,Power Forward,208,102,3,Virginia
39,Mike Harper,Power Forward,208,88,2,Illinois
40,Ron Harper,Shooting Guard and Point Guard,198,83,15,Ohio
41,Matt Harpring,Small Forward and Shooting Guard,201,104,11,Ohio
42,Montrezl Harrell,Center and Power Forward,201,108,5,North Carolina
43,Josh Harrellson,Center and Power Forward,208,124,3,Missouri
44,Adam Harrington,Shooting Guard,196,90,1,Massachusetts
45,Al Harrington,Power Forward,206,104,16,New Jersey
46,Junior Harrington,Point Guard and Shooting Guard,193,81,3,North Carolina
47,Othella Harrington,Power Forward and Center,206,106,12,Mississippi
0,Art Harris,Shooting Guard and Point Guard,193,83,4,
1,Bernie Harris,Power Forward,208,90,1,Virginia
2,Billy Harris,Shooting Guard,188,83,1,Illinois
3,Bob Harris,Small Forward and Power Forward,201,88,5,Tennessee
4,Chris Harris,Shooting Guard,190,86,1,United Kingdom
5,Devin Harris,Point Guard and Shooting Guard,190,83,15,Wisconsin
6,Elias Harris,Small Forward,203,108,1,Germany
7,Gary Harris,Shooting Guard,193,95,6,Indiana
8,Jalen Harris,Shooting Guard,196,88,0,Texas
9,Joe Harris,Shooting Guard and Small Forward,198,99,6,Washington
10,Lucious Harris,Shooting Guard and Point Guard,196,86,12,California
11,Manny Harris,Shooting Guard,196,83,4,Michigan
12,Mike Harris,Power Forward,198,108,4,Texas
13,Steve Harris,Shooting Guard,196,88,5,Missouri
14,Terrel Harris,Shooting Guard,196,86,2,Texas
15,Tobias Harris,Power Forward and Small Forward,203,102,9,New York
16,Tony Harris,Shooting Guard,190,86,3,Louisiana
17,Aaron Harrison,Shooting Guard,198,95,3,Texas
18,Andrew Harrison,Point Guard,198,96,3,Texas
19,Bob Harrison,Shooting Guard and Point Guard,185,86,9,Ohio
20,David Harrison,Center,213,127,4,Tennessee
21,Shaquille Harrison,Shooting Guard and Point Guard,201,86,3,Missouri
22,Jason Hart,Point Guard,190,83,9,California
23,Josh Hart,Shooting Guard and Small Forward,196,97,3,Maryland
24,Isaiah Hartenstein,Center and Power Forward,213,113,2,Oregon
25,Antonio Harvey,Power Forward,211,102,8,Mississippi
26,Donnell Harvey,Power Forward and Small Forward,203,99,5,Georgia
27,Scott Haskin,Center,211,113,1,California
28,Clem Haskins,Shooting Guard and Point Guard,190,88,9,Kentucky
29,Udonis Haslem,Power Forward and Center,203,106,17,Florida
30,Trenton Hassell,Shooting Guard and Small Forward,196,90,9,Tennessee
31,Billy Hassett,Guard,180,81,2,New York
32,Joe Hassett,Shooting Guard,196,81,6,Rhode Island
33,Scott Hastings,Power Forward and Center,208,106,11,Kansas
34,Kirk Haston,Small Forward and Power Forward,206,109,2,Tennessee
35,Vern Hatton,Shooting Guard and Point Guard,190,88,4,Kentucky
36,John Havlicek,Small Forward and Shooting Guard,196,92,16,Ohio
37,Spencer Hawes,Center and Power Forward,216,111,10,Washington
38,Steve Hawes,Power Forward and Center,206,99,10,Washington
39,Bubbles Hawkins,Shooting Guard,193,86,4,Michigan
40,Connie Hawkins,Small Forward,203,95,9,New York
41,Hersey Hawkins,Shooting Guard,190,86,13,Illinois
42,Juaquin Hawkins,Shooting Guard,201,99,1,California
43,Marshall Hawkins,Forward,190,92,1,West Virginia
44,Michael Hawkins,Point Guard,183,80,4,Ohio
45,Tom Hawkins,Small Forward and Power Forward,196,95,10,Illinois
46,Nate Hawthorne,Shooting Guard,193,86,3,Illinois
47,Chuck Hayes,Center and Power Forward,198,108,11,California
0,Elvin Hayes,Power Forward and Center,206,106,16,Louisiana
1,Jarvis Hayes,Small Forward and Shooting Guard,201,99,7,Georgia
2,Jaxson Hayes,Center,211,99,1,Oklahoma
3,Jim Hayes,Shooting Guard,190,90,1,New York
4,Killian Hayes,Point Guard,196,88,0,Florida
5,Nigel Hayes,Small Forward,203,115,1,Ohio
6,Steve Hayes,Center,213,92,5,Idaho
7,Gordon Hayward,Small Forward and Power Forward,201,102,10,Indiana
8,Lazar Hayward,Small Forward,198,102,3,New York
9,Brendan Haywood,Center,213,121,13,New York
10,Spencer Haywood,Power Forward and Center,203,102,13,Mississippi
11,John Hazen,Guard,188,78,1,Illinois
12,Walt Hazzard,Point Guard and Shooting Guard,188,83,10,Delaware
13,Luther Head,Shooting Guard and Point Guard,190,83,6,Illinois
14,Shane Heal,Point Guard,183,81,2,Australia
15,Brian Heaney,Guard,188,81,1,
16,Gar Heard,Power Forward,198,99,11,Georgia
17,Reggie Hearn,Shooting Guard,196,95,1,Indiana
18,Herm Hedderick,Guard,196,77,1,Pennsylvania
19,Alvin Heggs,Small Forward,203,102,1,Florida
20,Tom Heinsohn,Power Forward and Small Forward,201,98,9,New Jersey
21,Dick Hemric,Power Forward,198,99,2,North Carolina
22,Alan Henderson,Power Forward,206,106,12,Indiana
23,Cedric Henderson,Power Forward,203,95,1,Georgia
24,Cedric Henderson,Small Forward,201,97,5,Tennessee
25,Dave Henderson,Shooting Guard,196,88,1,North Carolina
26,Gerald Henderson,Point Guard,188,79,13,Virginia
27,Gerald Henderson,Shooting Guard,196,97,8,New Jersey
28,J.R. Henderson,Small Forward,203,102,1,California
29,Jerome Henderson,Power Forward and Center,211,104,2,California
30,Kevin Henderson,Shooting Guard and Point Guard,193,88,2,Maryland
31,Tom Henderson,Point Guard and Shooting Guard,190,86,9,South Carolina
32,Mark Hendrickson,Power Forward,206,99,4,Washington
33,Larry Hennessy,Shooting Guard,190,83,2,New York
34,Don Henriksen,Power Forward and Center,201,102,2,Illinois
35,Al Henry,Center,206,86,2,
36,Bill Henry,Center,206,97,2,Texas
37,Carl Henry,Shooting Guard,198,92,1,Oklahoma
38,Conner Henry,Shooting Guard,201,88,2,California
39,Myke Henry,Small Forward,198,95,1,Illinois
40,Skeeter Henry,Shooting Guard,201,86,1,Texas
41,Xavier Henry,Small Forward and Shooting Guard,198,99,5,Belgium
42,John Henson,Center and Power Forward,206,99,8,North Carolina
43,Steve Henson,Point Guard,180,80,7,Kansas
44,Charles Hentz,Power Forward,196,95,1,
45,Bill Herman,Guard,190,77,1,Ohio
46,Kleggie Hermsen,Center,206,102,6,Minnesota
47,Dewan Hernandez,Center,208,106,1,Florida
0,Juan Hernangómez,Power Forward,206,97,4,Spain
1,Willy Hernangómez,Center,211,113,4,Spain
2,Chris Herren,Point Guard,188,89,2,Massachusetts
3,Carl Herrera,Power Forward,206,97,8,Trinidad and Tobago
4,Walter Herrmann,Power Forward and Small Forward,206,102,3,Argentina
5,Tyler Herro,Shooting Guard,196,88,1,Wisconsin
6,Keith Herron,Shooting Guard,198,88,3,Tennessee
7,Sonny Hertzberg,Guard,178,79,5,New York
8,Kevin Hervey,Power Forward,206,104,1,Texas
9,Dan Hester,Center,203,95,1,
10,Fred Hetzel,Small Forward and Power Forward,203,99,6,District of Columbia
11,Bill Hewitt,Power Forward,201,95,6,Massachusetts
12,Jack Hewson,Forward,198,88,1,New Jersey
13,Art Heyman,Shooting Guard and Small Forward,196,92,6,New York
14,Mario Hezonja,Small Forward and Power Forward,203,99,5,Croatia
15,Roy Hibbert,Center,218,122,9,New York
16,Nat Hickey,Guard,180,81,1,New Jersey
17,Isaiah Hicks,Power Forward,206,104,2,North Carolina
18,Phil Hicks,Small Forward,201,92,2,Illinois
19,J.J. Hickson,Center and Power Forward,206,109,8,Georgia
20,Buddy Hield,Shooting Guard,193,99,4,Bahamas
21,Bill Higgins,Shooting Guard,188,81,1,Ohio
22,Cory Higgins,Shooting Guard and Point Guard,196,81,2,California
23,Earle Higgins,Power Forward,203,88,1,
24,Mike Higgins,Small Forward,206,99,2,Nebraska
25,Rod Higgins,Small Forward and Power Forward,201,90,13,Louisiana
26,Sean Higgins,Small Forward and Power Forward,206,92,6,California
27,Kenny Higgs,Point Guard,183,81,3,Kentucky
28,Johnny High,Point Guard and Shooting Guard,190,83,4,Alabama
29,Haywood Highsmith,Small Forward,201,99,1,Maryland
30,Wayne Hightower,Power Forward,203,87,10,Pennsylvania
31,Nenê,Center and Power Forward,211,113,17,Brazil
32,Armond Hill,Point Guard,193,86,8,New York
33,Cleo Hill,Shooting Guard,185,83,1,New Jersey
34,Gary Hill,Shooting Guard,193,83,2,
35,George Hill,Point Guard,193,85,12,Indiana
36,Grant Hill,Small Forward and Shooting Guard,203,102,18,Texas
37,Jordan Hill,Center and Power Forward,208,106,8,Georgia
38,Simmie Hill,Small Forward,201,105,4,Pennsylvania
39,Solomon Hill,Small Forward and Power Forward,198,102,7,California
40,Steven Hill,Power Forward,213,112,1,Kansas
41,Tyrone Hill,Power Forward and Center,206,108,14,Ohio
42,Art Hillhouse,Center,201,99,2,New Jersey
43,Darrun Hilliard,Shooting Guard,198,92,3,Pennsylvania
44,Darnell Hillman,Power Forward and Center,206,97,9,California
45,Fred Hilton,Shooting Guard,190,83,2,
46,Kirk Hinrich,Point Guard and Shooting Guard,193,86,13,Iowa
47,Roy Hinson,Small Forward and Power Forward,206,95,8,New Jersey
0,Nate Hinton,Shooting Guard,196,95,0,North Carolina
1,Mel Hirsch,Guard,168,74,1,
2,Lew Hitch,Power Forward,203,90,6,Illinois
3,Robert Hite,Shooting Guard,188,83,1,Ohio
4,Jaylen Hoard,Small Forward and Power Forward,203,97,1,France
5,Darington Hobson,Shooting Guard,201,95,1,Nevada
6,Donald Hodge,Center and Power Forward,213,104,5,District of Columbia
7,Julius Hodge,Shooting Guard,201,95,2,New York
8,Craig Hodges,Shooting Guard and Point Guard,188,86,10,Illinois
9,Charlie Hoefer,Guard,175,71,2,Germany
10,Paul Hoffman,Shooting Guard and Point Guard,188,88,6,
11,Bob Hogsett,Power Forward,201,104,2,
12,Paul Hogue,Center,206,108,2,Tennessee
13,Fred Hoiberg,Shooting Guard,193,92,10,Nebraska
14,Doug Holcomb,Forward,193,90,1,
15,Randy Holcomb,Small Forward,206,102,1,Illinois
16,Aaron Holiday,Point Guard,183,83,2,Louisiana
17,Jrue Holiday,Point Guard and Shooting Guard,190,92,11,California
18,Justin Holiday,Shooting Guard and Small Forward,198,81,7,California
19,Brad Holland,Shooting Guard,190,81,3,Montana
20,Joe Holland,Small Forward,193,83,3,Kentucky
21,John Holland,Small Forward,196,92,3,New York
22,Wilbur Holland,Shooting Guard,183,79,4,Georgia
23,Lionel Hollins,Point Guard and Shooting Guard,190,83,10,Kansas
24,Ryan Hollins,Center and Power Forward,213,108,10,California
25,Essie Hollis,Small Forward,198,88,1,Pennsylvania
26,Rondae Hollis-Jefferson,Small Forward and Power Forward,198,98,5,Pennsylvania
27,Dennis Holman,Point Guard,190,79,1,
28,Richaun Holmes,Center and Power Forward,208,106,5,Illinois
29,Jim Holstein,Small Forward,190,81,4,Ohio
30,A.W. Holt,Small Forward,201,95,1,
31,Michael Holton,Point Guard and Shooting Guard,193,83,6,Washington
32,Dick Holub,Center,198,92,1,Wisconsin
33,Joe Holup,Small Forward,198,97,3,Pennsylvania
34,Red Holzman,Point Guard,178,79,6,New York
35,Jerald Honeycutt,Power Forward,206,111,2,Louisiana
36,Tyler Honeycutt,Small Forward,203,85,2,California
37,Derek Hood,Power Forward,203,100,1,Missouri
38,Rodney Hood,Shooting Guard and Small Forward,203,94,6,Mississippi
39,Bobby Hooper,Point Guard,183,81,1,Ohio
40,Carroll Hooser,Power Forward,201,104,1,Texas
41,Tom Hoover,Center,206,104,6,District of Columbia
42,Bob Hopkins,Power Forward and Center,203,92,4,Louisiana
43,Dave Hoppen,Center,211,106,6,Nebraska
44,Dennis Hopson,Shooting Guard and Small Forward,196,90,5,Ohio
45,Scotty Hopson,Shooting Guard,201,92,2,Kentucky
46,Johnny Horan,Forward,203,86,1,Minnesota
47,Cedrick Hordges,Power Forward,203,99,2,Alabama
0,Al Horford,Center,206,108,13,Dominican Republic
1,Tito Horford,Center,216,111,3,Dominican Republic
2,Ron Horn,Small Forward,201,99,3,Indiana
